Country Code,Topic,Indicator Name,Needed,Indicator Code,Important,Indicator ID,Combined Feature,Transfered,Note,Short definition,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MDV,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),1,BG.GSR.NFSV.GD.ZS,1,30,0,2,0,0,73.38558514,53.30713654,52.84485539,52.48391256,54.21188819,46.06905479,49.70996293,102.1107039,90.96087706,82.78181512,87.37040334,96.57778551,95.01077635,99.34702896,102.5498603,91.9827288,91.22161382,90.27981914,87.98442699,
MDV,Health: Disease prevention,"Tuberculosis case detection rate (%, all forms)",1,SH.TBS.DTEC.ZS,1,1035,0,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
MDV,Health: Disease prevention,Tuberculosis treatment success rate (% of new cases),1,SH.TBS.CURE.ZS,1,1034,0,0,0,0,97,97,95,91,97,89,89,64,71,40,81,87,79,84,37,83,83,68,,
MDV,Health: Universal Health Coverage,UHC service coverage index,1,SH.UHC.SRVS.CV.XD,1,1049,0,0,0,UHC service coverage index,,,,,,,,,,,,,,,,59,,62,,
MDV,Environment: Land use,Urban land area (sq. km),1,AG.LND.TOTL.UR.K2,1,22,22/20,0,0,0,0,,,,,,,,,,0,,,,,,,,,
MLI,Environment: Energy production & use,Access to electricity (% of population),1,EG.ELC.ACCS.ZS,1,199,0,2,0,0,10.32186222,10.8,13.41299438,14.93221474,16.42730141,17.89640808,16.6,20.80171013,22.26504326,24.03089583,25.28091812,26.8568821,25.6,30.13096619,33.00404358,37.6,39.7546196,43.08983994,,
MLI,Health: Risk factors,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1,SH.DTH.COMM.ZS,1,932,0,0,0,0,70.6,,,,,,,,,,64.8,,,,,61.5,60.6,,,
MLI,Health: Disease prevention,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1,SH.MLR.TRET.ZS,1,974,0,0,0,0,,38.4,,38,,,31.7,,,,34.8,,,22.5,,28.7,,,,
MLI,Health: Health systems,"Community health workers (per 1,000 people)",1,SH.MED.CMHW.P3,1,968,0,0,0,0,,,,,,,,,,0.008,0.007,,,,,,,,,
MLI,Social Protection & Labor: Performance,Coverage of social safety net programs (% of population),1,per_sa_allsa.cov_pop_tot,1,741,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLI,Public Sector: Policy & institutions,CPIA macroeconomic management rating (1=low to 6=high),1,IQ.CPA.MACR.XQ,1,482,0,0,0,0,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4,4,4,4,4,
MLI,Public Sector: Policy & institutions,CPIA social protection rating (1=low to 6=high),1,IQ.CPA.PROT.XQ,1,486,0,0,0,0,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3,3,3,
MLI,Health: Health systems,Current health expenditure per capita (current US$),1,SH.XPD.CHEX.PC.CD,1,1052,0,0,0,0,13.74202478,13.16674166,14.54596717,18.18421662,22.89893382,24.32357576,27.39906916,31.25930578,33.1394894,32.72717307,31.36370581,34.23571815,34.216301,42.195893,38.01019679,30.83265288,29.7866224,,,
MLI,Health: Risk factors,Diabetes prevalence (% of population ages 20 to 79),1,SH.STA.DIAB.ZS,1,996,0,0,0,0,,,,,,,,,,,4.2,,,,,,,,,2.4
MLI,Environment: Land use,Disaster risk reduction progress score (1-5 scale; 5=best),1,EN.CLC.DRSK.XQ,1,257,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLI,Health: Health systems,Domestic general government health expenditure per capita (current US$),1,SH.XPD.GHED.PC.CD,1,1060,0,0,0,0,2.81466958,3.16185324,3.42533066,5.36435605,8.74408054,8.82602663,9.71989655,8.99657337,7.31595177,6.21595238,4.5924144,5.81402975,3.63887389,5.78260204,7.51986106,7.30992464,9.41220796,,,
MLI,Health: Health systems,Domestic private health expenditure per capita (current US$),1,SH.XPD.PVTD.PC.CD,1,1066,0,0,0,0,10.1936795,9.46452341,10.39968812,12.20905306,12.87415503,14.20847414,15.77961158,18.94431741,22.3177163,22.77506705,21.93253845,23.29021055,21.78405772,24.23797766,13.24963907,10.92463257,10.79115952,,,
MLI,Social Protection & Labor: Economic activity,Employment in agriculture (% of total employment) (modeled ILO estimate),1,SL.AGR.EMPL.ZS,1,1099,0,0,0,0,68.99900055,67.96700287,67.98799896,67.04199982,67.22699738,67.19999695,66.86199951,66.83599854,66.73000336,66.66200256,66.46299744,66.48100281,67.2440033,67.01300049,66.7009964,62.26599884,65.98000336,65.71600342,65.30200195,64.91600037
MLI,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, total (%) (national estimate)",1,SL.EMP.TOTL.SP.NE.ZS,1,1117,0,0,use 1117 or 1118 which one is more available,0,,,,,45.09999847,,70.19999695,72.58000183,,7.349999905,60.02000046,,,,66.11450195,65.10679626,61.15530014,,62.72000122,
MLI,Economic Policy & Debt: External debt: Debt ratios & other items,External debt stocks (% of GNI),1,DT.DOD.DECT.GN.ZS,1,122,0,0,0,Total external debt stocks to gross national income.,101.953672,87.23338846,76.5035555,67.70213698,62.50584167,52.9207529,24.14559529,23.34758949,21.57311312,22.22787318,23.93590241,23.34509639,25.61897145,26.89020658,24.77038129,28.8344991,27.78539625,29.15192601,29.46716281,
MLI,Health: Health systems,External health expenditure per capita (current US$),1,SH.XPD.EHEX.PC.CD,1,1055,0,0,0,0,0.73367569,0.54036502,0.72094839,0.61080751,1.28069826,1.28907499,1.89956103,3.318415,3.50582133,3.73615364,4.83875297,5.13147785,8.79336938,12.17531329,17.24069665,12.59809567,9.58325492,,,
MLI,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP per capita (current US$),1,NY.GDP.PCAP.CD,1,681,0,2,0,0,269.8711377,307.4369205,334.8365206,392.524759,440.1684418,488.8281374,522.5783724,596.6901888,690.8824398,698.2183825,709.5819646,836.5098094,778.6694625,805.2596685,847.1503863,751.1705935,779.874933,828.5119764,899.6599081,
MLI,Poverty: Income distribution,GINI index (World Bank estimate),1,SI.POV.GINI,1,1077,0,0,0,0,,39.9,,,,,38.9,,,33,,,,,,,,,,
MLI,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI per capita, Atlas method (current US$)",1,NY.GNP.PCAP.CD,1,702,0,2,0,0,280,300,290,350,400,460,500,540,610,670,690,730,730,780,810,790,780,770,840,
MLI,Health: Health systems,"Hospital beds (per 1,000 people)",1,SH.MED.BEDS.ZS,1,967,0,0,0,0,,,,,,0.3,,,0.6,,0.1,,,,,,,,,
MLI,Public Sector: Policy & institutions,Human capital index (HCI) (scale 0-1),1,HD.HCI.OVRL,1,383,0,0,0,0,,,,,,,,,,,,,,,,,,0.317,,
MLI,Health: Disease prevention,"Immunization, DPT (% of children ages 12-23 months)",1,SH.IMM.IDPT,1,965,0,0,0,0,43,49,61,63,69,77,78,74,74,73,73,66,65,64,66,67,69,70,71,
MLI,Health: Disease prevention,"Immunization, HepB3 (% of one-year-old children)",1,SH.IMM.HEPB,1,964,0,0,0,0,,,,79,73,83,90,74,74,71,72,66,65,64,66,67,69,70,71,
MLI,Health: Disease prevention,"Immunization, measles (% of children ages 12-23 months)",1,SH.IMM.MEAS,1,966,0,0,0,0,49,54,56,57,63,73,68,66,71,73,78,72,67,62,61,62,66,67,70,
MLI,Health: Risk factors,"Incidence of malaria (per 1,000 population at risk)",1,SH.MLR.INCD.P3,1,972,0,0,0,0,405.44,,,,,,,,,,382.95,404.05,434.91,452.05,440.26,391.18,383.59,386.16,,
MLI,Health: Risk factors,"Incidence of tuberculosis (per 100,000 people)",1,SH.TBS.INCD,1,1036,0,0,0,0,77,76,74,73,71,69,68,66,65,64,63,62,61,60,58,57,56,55,53,
MLI,Social Protection & Labor: Economic activity,Informal employment (% of total non-agricultural employment),1,SL.ISV.IFRM.ZS,1,1137,0,0,0,0,,,,,,,,,,,,,,,89.90000153,91.23999786,90.48999786,,,
MLI,Social Protection & Labor: Migration,International migrant stock (% of population),1,SM.POP.TOTL.ZS,1,1227,0,0,0,"International migrant stock is the number of people born in a country other than that in which they live, including refugees.",1.715183029,,,,,1.993551314,,,,,2.219296188,,,,,2.063359738,,,,
MLI,Private Sector & Trade: Travel & tourism,"International tourism, number of arrivals",1,ST.INT.ARVL,1,1329,0,0,0,"International inbound tourists (overnight visitors) are the number of tourists who travel to a country other than that in which they usually reside, and outside their usual environment, for a period not exceeding 12 months and whose main purpose in visiting is other than an activity remunerated from within the country visited. When data on number of tourists are not available, the number of visitors, which includes tourists, same-day visitors, cruise passengers, and
crew members, is shown instead.",86000,89000,96000,110000,113000,143000,153000,164000,,,,,32000,57000,53000,15000,41500,11000,14000,
MLI,Private Sector & Trade: Travel & tourism,"International tourism, number of departures",1,ST.INT.DPRT,1,1330,ratio of 1329/1330,0,0,International outbound tourists are the number of departures that people make from their country of usual residence to any other country for any purpose other than an activity remunerated in the country visited.,,,,,,,,,,,,,,,,,,,,
MLI,Social Protection & Labor: Labor force structure,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",1,SL.TLF.CACT.NE.ZS,1,1186,0,0,"use one from 1118, 1119,1186, 11887",0,,,,,49.43000031,,75.19999695,82.19999695,,59.34999847,65.29000092,,,,70.61669922,70.56060028,62.00289917,,67.51000214,
MLI,Environment: Land use,Land area (sq. km),1,AG.LND.TOTL.K2,1,20,0,0,0,0,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,
MLI,Health: Mortality,"Life expectancy at birth, total (years)",1,SP.DYN.LE00.IN,1,1242,0,0,0,0,48.069,48.758,49.54,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.251,55.701,56.135,56.578,57.036,57.509,57.987,58.452,,
MLI,Education: Outcomes,"Literacy rate, adult female (% of females ages 15 and above)",1,SE.ADT.LITR.FE.ZS,1,760,0,0,0,0,,,,15.9,,,18.19091,,,,20.28793,24.63679,,,,22.19581,,,25.73516,
MLI,Education: Outcomes,"Literacy rate, adult male (% of males ages 15 and above)",1,SE.ADT.LITR.MA.ZS,1,761,0,0,0,0,,,,32.7,,,34.85789,,,,43.40063,43.27392,,,,45.06592,,,46.18414,
MLI,Private Sector & Trade: Exports,Merchandise exports by the reporting economy (current US$),1,TX.VAL.MRCH.WL.CD,1,1413,0,0,0,"Merchandise exports by the reporting economy are the total merchandise exports by the reporting economy to the rest of the world, as reported in the IMF's Direction of trade database. Data are in current U.S. dollars.",478584948,707247206,857859318,1016637440,988297449,1082336535,1529266880,1444780966,1289928042,1123357371,1992173929,2374372740,2887265102,1569022265,3002574752,1807401590,2846391312,1908548233,1991736768,
MLI,Private Sector & Trade: Exports,Merchandise exports to high-income economies (% of total merchandise exports),1,TX.VAL.MRCH.HI.ZS,1,1404,0,0,0,Merchandise exports to high-income economies are the sum of merchandise exports from the reporting economy to high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise exports by the economy.,21.92866312,46.92561698,83.17084853,78.01392481,33.13392545,38.98697996,7.386963092,11.51654998,12.77436381,12.72142567,25.55108761,17.38686606,21.49682811,28.04047691,16.1965481,35.90183248,25.95358712,26.55970456,55.36009033,
MLI,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),1,TX.VAL.MRCH.WR.ZS,1,1414,0,0,0,Merchandise exports to low- and middle-income economies within region are the sum of merchandise exports from the reporting economy to other low- and middle-income economies in the same World Bank region as a percentage of total merchandise exports by the economy.,77.96954116,44.38631688,9.514253711,11.20230748,45.78273701,45.33793475,78.23510668,76.32766689,74.52299661,74.59947419,67.29550375,71.63069481,64.98459382,54.32265558,74.6742551,48.57388197,61.51858508,59.32162035,32.90357634,
MLI,Private Sector & Trade: Imports,Merchandise imports from high-income economies (% of total merchandise imports),1,TM.VAL.MRCH.HI.ZS,1,1375,0,0,0,Merchandise imports from high-income economies are the sum of merchandise imports by the reporting economy from high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,6.896429704,50.97212756,45.5615076,44.09969877,42.15088785,32.39345718,36.80950861,33.87115886,33.5211963,33.61101902,38.91780829,29.16146356,28.01704079,30.80402375,28.59105883,35.36162578,30.52888163,31.75611472,33.53192455,
MLI,Private Sector & Trade: Total merchandise trade,Merchandise trade (% of GDP),1,TG.VAL.TOTL.GD.ZS,1,1339,0,0,0,0,45.73259127,49.49057899,46.3267892,46.75237401,42.9793564,42.35366818,48.84199694,45.92610169,55.74914315,41.8425586,50.7924642,44.12045418,49.29779218,46.39746963,46.59890384,49.75000101,49.08360707,46.89087137,45.8125136,
MLI,Infrastructure: Communications,Mobile cellular subscriptions (per 100 people),1,IT.CEL.SETS.P2,1,508,0,0,0,0,0.094989743,0.212897903,0.395751461,2.063166925,3.289341883,5.964424451,11.45879486,18.53933761,24.36354724,30.59057518,49.43988622,69.75324517,91.4474086,120.0580321,138.8051373,130.1634495,112.5365904,119.0233265,115.0846727,
MLI,Social Protection & Labor: Migration,Net migration,1,SM.POP.NETM,1,1223,0,0,0,"Net migration is the number of immigrants minus the number of emigrants, including citizens and noncitizens, for the five-year period.",,,-67110,,,,,-100823,,,,,-302449,,,,,-200000,,
MLI,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,Net primary income (Net income from abroad) (current US$),1,NY.GSR.NFCY.CD,1,713,0,2,0,0,-30078367.36,-166021293.6,-240176232.5,-159841624.3,-181720163.1,-206646784.3,-257415468.4,-220883427.6,-223311336.4,-237194514.1,-418991796.5,-461796259.6,-501637033.6,-432556068.3,-384292547.8,-295620944.8,-374484829.9,-499585126.4,-456287210.2,
MLI,Health: Health systems,"Number of surgical procedures (per 100,000 population)",1,SH.SGR.PROC.P5,1,984,"sum(984,971,970,968,968",0,0,0,,,,,,,,,,,,,,,,,,,,
MLI,Health: Health systems,"Nurses and midwives (per 1,000 people)",1,SH.MED.NUMW.P3,1,969,0,0,0,0,,,,,0.6729,,,0.2107,0.297,0.443,0.4454,0.3671,0.3765,,,,0.382,,,
MLI,Health: Disease prevention,People with basic handwashing facilities including soap and water (% of population),1,SH.STA.HYGN.ZS,1,1000,0,0,0,0,,,,,,,,,,16.24047,16.25645,16.27236,16.28821,16.30395,51.49312456,51.74037774,51.98669713,52.23208392,,
MLI,Health: Health systems,"Physicians (per 1,000 people)",1,SH.MED.PHYS.ZS,1,970,0,0,0,0,0.044,,,,0.085,,,0.0775,0.049,0.0922,0.1019,0.1035,0.1069,,,,0.1393,,,
MLI,Health: Population: Structure,Population ages 0-14 (% of total population),1,SP.POP.0014.TO.ZS,1,1259,0,0,use either male or female,0,46.56760254,46.64918911,46.72053709,46.78414998,46.83392527,46.86939455,47.08229212,47.2415779,47.36024751,47.44375191,47.4888256,47.71941766,47.86787393,47.94747114,47.97231215,47.9480615,47.85451714,47.72281651,47.54348639,
MLI,Health: Population: Structure,Population ages 15-64 (% of total population),1,SP.POP.1564.TO.ZS,1,1271,0,0,use either male or female,0,50.13307974,50.11853685,50.12390152,50.14079888,50.16824224,50.20361604,50.0224791,49.89188705,49.80429837,49.76097336,49.76698334,49.57119073,49.46778046,49.43725336,49.45806165,49.52097561,49.62358011,49.76226784,49.94928385,
MLI,Health: Population: Structure,Population ages 65 and above (% of total population),1,SP.POP.65UP.TO.ZS,1,1297,0,0,use either male or female,0,3.299317724,3.232274034,3.155561382,3.075051147,2.997832497,2.926989407,2.895228782,2.866535047,2.835454116,2.795274729,2.744191063,2.709391611,2.664345609,2.615275491,2.569626202,2.530962892,2.521902744,2.514915654,2.507229758,
MLI,Environment: Density & urbanization,Population density (people per sq. km of land area),1,EN.POP.DNST,1,268,0,0,0,0,8.971098763,9.237577754,9.520555815,9.820351748,10.13700325,10.47010384,10.82075578,11.1879822,11.56670437,11.9501299,12.33361444,12.71489768,13.09591047,13.48139552,13.87834681,14.29185455,14.72346848,15.17173063,15.63501586,
MLI,Environment: Density & urbanization,Population in the largest city (% of urban population),1,EN.URB.LCTY.UR.ZS,1,274,0,0,0,0,36.78874243,36.72572285,36.64009745,36.5343352,36.41232292,36.27694509,36.12969335,35.97886469,35.8420791,35.55902657,34.80395532,34.1196529,33.49693382,32.9153275,32.35983468,31.81844644,31.28849118,30.77385157,30.27950091,
MLI,Environment: Density & urbanization,Population in urban agglomerations of more than 1 million (% of total population),1,EN.URB.MCTY.TL.ZS,1,276,0,0,0,0,10.43181599,10.6780049,10.92094638,11.16014386,11.39705734,11.63038738,11.86210074,12.09321579,12.33075074,12.51677733,12.52907683,12.55569032,12.59451251,12.6388279,12.68376105,12.72451544,12.76038552,12.79330485,12.82518481,
MLI,Environment: Density & urbanization,Population living in slums (% of urban population),1,EN.POP.SLUM.UR.ZS,1,272,0,0,0,0,75.4,,,,,65.9,,65.9,,65.9,,,,,56.3,,,,,
MLI,Health: Population: Structure,"Population, total",1,SP.POP.TOTL,1,1311,0,0,0,0,10946445,11271600,11616887,11982695,12369070,12775516,13203378,13651464,14113577,14581429,15049353,15514591,15979499,16449864,16934220,17438778,17965429,18512394,19077690,
MLI,Poverty: Poverty rates,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),1,SI.POV.LMIC,1,1078,0,0,0,"Poverty headcount ratio at $3.20 a day is the percentage of the population living on less than $3.20 a day at 2011 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.",,80.5,,,,,77.6,,,79.3,,,,,,,,,,
MLI,Health: Risk factors,"Prevalence of HIV, total (% of population ages 15-49)",1,SH.DYN.AIDS.ZS,1,940,0,0,0,0,1.8,1.7,1.7,1.6,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.4,
MLI,Environment: Density & urbanization,Rural population (% of total population),1,SP.RUR.TOTL.ZS,1,1324,0,0,0,0,71.644,70.925,70.194,69.453,68.7,67.94,67.168,66.388,65.597,64.8,64.001,63.201,62.401,61.602,60.804,60.009,59.217,58.428,57.644,
MLI,Health: Risk factors,"Smoking prevalence, total (ages 15+)",1,SH.PRV.SMOK,1,979,0,0,0,0,13,,,,,12.6,,,,,12.5,12.4,12.3,12.3,12.4,12.3,12.3,,,
MLI,Health: Health systems,"Specialist surgical workforce (per 100,000 population)",1,SH.MED.SAOP.P5,1,971,0,0,0,0,,,,,,,,,,,,,,,1.05,,,,,
MLI,Public Sector: Government finance: Revenue,Tax revenue (% of GDP),1,GC.TAX.TOTL.GD.ZS,1,365,0,0,0,0,10.78507803,10.58547675,11.1732839,12.76795381,13.68704434,13.30025843,13.31614483,13.05597059,11.89578767,12.98622793,12.89285053,12.54521403,12.99131346,13.02560318,12.64663819,14.09510742,15.40227657,15.87250791,,
MLI,Economic Policy & Debt: Balance of payments: Reserves & other items,Total reserves (% of total external debt),1,FI.RES.TOTL.DT.ZS,1,303,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLI,Economic Policy & Debt: Balance of payments: Reserves & other items,Total reserves in months of imports,1,FI.RES.TOTL.MO,1,304,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLI,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),1,BG.GSR.NFSV.GD.ZS,1,30,0,2,0,0,14.68498938,16.5605286,14.44803831,15.08919335,14.23431248,13.83917278,14.34765458,14.18277539,15.20244192,11.64303185,13.21588261,11.86024492,11.3256651,19.52254695,18.34727946,18.53085851,19.33129214,16.35456222,,
MLI,Health: Disease prevention,"Tuberculosis case detection rate (%, all forms)",1,SH.TBS.DTEC.ZS,1,1035,0,0,0,0,50,52,52,52,52,53,56,57,65,71,56,57,56,59,60,68,68,63,68,
MLI,Health: Disease prevention,Tuberculosis treatment success rate (% of new cases),1,SH.TBS.CURE.ZS,1,1034,0,0,0,0,,50,50,65,71,75,76,77,81,79,77,69,93,74,73,77,77,78,,
MLI,Health: Universal Health Coverage,UHC service coverage index,1,SH.UHC.SRVS.CV.XD,1,1049,0,0,0,UHC service coverage index,,,,,,,,,,,,,,,,35,,38,,
MLI,Environment: Land use,Urban land area (sq. km),1,AG.LND.TOTL.UR.K2,1,22,22/20,0,0,0,2910.42749,,,,,,,,,,2910.42749,,,,,,,,,
MLT,Environment: Energy production & use,Access to electricity (% of population),1,EG.ELC.ACCS.ZS,1,199,0,2,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
MLT,Health: Risk factors,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1,SH.DTH.COMM.ZS,1,932,0,0,0,0,8,,,,,,,,,,5.2,,,,,6,6.4,,,
MLT,Health: Disease prevention,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1,SH.MLR.TRET.ZS,1,974,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLT,Health: Health systems,"Community health workers (per 1,000 people)",1,SH.MED.CMHW.P3,1,968,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLT,Social Protection & Labor: Performance,Coverage of social safety net programs (% of population),1,per_sa_allsa.cov_pop_tot,1,741,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLT,Public Sector: Policy & institutions,CPIA macroeconomic management rating (1=low to 6=high),1,IQ.CPA.MACR.XQ,1,482,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLT,Public Sector: Policy & institutions,CPIA social protection rating (1=low to 6=high),1,IQ.CPA.PROT.XQ,1,486,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLT,Health: Health systems,Current health expenditure per capita (current US$),1,SH.XPD.CHEX.PC.CD,1,1052,0,0,0,0,641.2171517,682.3468595,831.3847407,1075.224429,1223.566861,1381.287174,1475.697008,1595.859935,1751.918711,1677.430026,1733.070044,1960.425811,1984.600281,2289.644421,2463.715527,2249.910049,2327.781904,,,
MLT,Health: Risk factors,Diabetes prevalence (% of population ages 20 to 79),1,SH.STA.DIAB.ZS,1,996,0,0,0,0,,,,,,,,,,,6.8,,,,,,,,,8.3
MLT,Environment: Land use,Disaster risk reduction progress score (1-5 scale; 5=best),1,EN.CLC.DRSK.XQ,1,257,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLT,Health: Health systems,Domestic general government health expenditure per capita (current US$),1,SH.XPD.GHED.PC.CD,1,1060,0,0,0,0,465.0316245,471.2252809,584.7463472,749.4197461,852.1634037,953.2078375,1008.784165,1065.116933,1133.987079,1088.932842,1118.18124,1263.679849,1245.436388,1432.644899,1513.530313,1364.751526,1469.082741,,,
MLT,Health: Health systems,Domestic private health expenditure per capita (current US$),1,SH.XPD.PVTD.PC.CD,1,1066,0,0,0,0,176.1855272,211.1215786,246.6383936,325.8046828,371.4034569,428.0793367,466.9128436,530.7430028,617.9316319,588.4971839,614.8888045,696.7459619,653.3347281,776.8617829,949.9543642,884.8770865,858.696783,,,
MLT,Social Protection & Labor: Economic activity,Employment in agriculture (% of total employment) (modeled ILO estimate),1,SL.AGR.EMPL.ZS,1,1099,0,0,0,0,2.04399991,2.345000029,2.342000008,2.459000111,2.256000042,2.095000029,2.032999992,1.820000052,1.786999941,1.460999966,1.337000012,1.164999962,1.06400001,1.315999985,1.338000059,1.618000031,1.348999977,1.014999986,1.004999995,0.995000005
MLT,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, total (%) (national estimate)",1,SL.EMP.TOTL.SP.NE.ZS,1,1117,0,0,use 1117 or 1118 which one is more available,0,46.54100037,46.7507019,46.89110184,46.55379868,45.44670105,45.6753006,45.77080154,46.62620163,47.05450058,46.76710129,47.29470062,48.15459824,49.31620026,50.81549835,52.10419846,52.74300003,54.07120132,55.58470154,57.87770081,
MLT,Economic Policy & Debt: External debt: Debt ratios & other items,External debt stocks (% of GNI),1,DT.DOD.DECT.GN.ZS,1,122,0,0,0,Total external debt stocks to gross national income.,,,,,,,,,,,,,,,,,,,,
MLT,Health: Health systems,External health expenditure per capita (current US$),1,SH.XPD.EHEX.PC.CD,1,1055,0,0,0,0,,,,,,,,,,,,,0.07978742,0.92070679,0.23084942,0.28249345,,,,
MLT,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP per capita (current US$),1,NY.GDP.PCAP.CD,1,681,0,2,0,0,11039.05651,11021.78636,11843.93902,13689.98999,15109.05497,15835.34667,16671.5672,19375.5696,21928.70067,20675.58259,21107.36443,22845.90489,21926.80837,23838.6144,26012.01531,24077.01082,25151.51962,27283.54473,30098.28331,
MLT,Poverty: Income distribution,GINI index (World Bank estimate),1,SI.POV.GINI,1,1077,0,0,0,0,,,,,,,28,29.2,29,30.2,29,29.1,29.4,28.8,29,29.4,29.1,29.2,,
MLT,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI per capita, Atlas method (current US$)",1,NY.GNP.PCAP.CD,1,702,0,2,0,0,10920,11160,11380,12510,14300,15660,16310,17720,19950,19520,20540,21420,21650,22680,24240,24700,23590,23840,26480,
MLT,Health: Health systems,"Hospital beds (per 1,000 people)",1,SH.MED.BEDS.ZS,1,967,0,0,0,0,5.5,7.6,7.5,7.4,7.5,7.4,7.6,7.8,7.4,4.9,4.5,4.4,4.7,4.8,4.7,,,,,
MLT,Public Sector: Policy & institutions,Human capital index (HCI) (scale 0-1),1,HD.HCI.OVRL,1,383,0,0,0,0,,,,,,,,,,,,,,,,,,0.701,,
MLT,Health: Disease prevention,"Immunization, DPT (% of children ages 12-23 months)",1,SH.IMM.IDPT,1,965,0,0,0,0,94,95,95,94,89,92,85,74,72,73,76,96,99,99,99,97,97,98,97,
MLT,Health: Disease prevention,"Immunization, HepB3 (% of one-year-old children)",1,SH.IMM.HEPB,1,964,0,0,0,0,,,,89,85,85,86,82,86,86,75,82,93,94,90,95,97,88,98,
MLT,Health: Disease prevention,"Immunization, measles (% of children ages 12-23 months)",1,SH.IMM.MEAS,1,966,0,0,0,0,74,70,65,90,94,86,94,79,78,82,73,84,93,99,98,89,93,91,96,
MLT,Health: Risk factors,"Incidence of malaria (per 1,000 population at risk)",1,SH.MLR.INCD.P3,1,972,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLT,Health: Risk factors,"Incidence of tuberculosis (per 100,000 people)",1,SH.TBS.INCD,1,1036,0,0,0,0,4.7,4.6,6.9,2,5.1,6.3,8.5,11,13,12,8.1,8.3,11,13,12,8.5,13,11,14,
MLT,Social Protection & Labor: Economic activity,Informal employment (% of total non-agricultural employment),1,SL.ISV.IFRM.ZS,1,1137,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MLT,Social Protection & Labor: Migration,International migrant stock (% of population),1,SM.POP.TOTL.ZS,1,1227,0,0,0,"International migrant stock is the number of people born in a country other than that in which they live, including refugees.",5.558396611,,,,,6.184933542,,,,,8.028849887,,,,,9.898488069,,,,
MLT,Private Sector & Trade: Travel & tourism,"International tourism, number of arrivals",1,ST.INT.ARVL,1,1329,0,0,0,"International inbound tourists (overnight visitors) are the number of tourists who travel to a country other than that in which they usually reside, and outside their usual environment, for a period not exceeding 12 months and whose main purpose in visiting is other than an activity remunerated from within the country visited. When data on number of tourists are not available, the number of visitors, which includes tourists, same-day visitors, cruise passengers, and
crew members, is shown instead.",1216000,1180000,1134000,1127000,1156000,1171000,1124000,1244000,1291000,1182000,1339000,1415000,1443000,1582000,1690000,1783000,1966000,2274000,2599000,
MLT,Private Sector & Trade: Travel & tourism,"International tourism, number of departures",1,ST.INT.DPRT,1,1330,ratio of 1329/1330,0,0,International outbound tourists are the number of departures that people make from their country of usual residence to any other country for any purpose other than an activity remunerated in the country visited.,200000,179000,157000,174000,203000,225000,257000,280000,261000,264000,294000,309000,331000,363000,391000,428000,497000,573000,667000,
